Participant,ItemID,Item,S,Es,R
Survey2_29,Item3a,3,1,1.031725684,1
Survey2_29,Item4b,4,1,-0.828248941,2
Survey2_29,Item5a,5,1,1.031725684,1
Survey2_29,Item6b,6,1,-2.502226104,2
Survey2_29,Item7a,7,1,0.659730759,0
Survey2_29,Item8b,8,1,-2.502226104,0
Survey2_29,Item9a,9,1,1.031725684,0
Survey2_29,Item10b,10,1,-0.828248941,0
Survey2_29,Item11a,11,0,-0.828248941,0
Survey2_29,Item12b,12,0,-0.084259091,0
Survey2_29,Item13a,13,0,1.031725684,2
Survey2_29,Item14b,14,0,-0.828248941,0
Survey2_29,Item15a,15,0,1.031725684,0
Survey2_29,Item16b,16,0,-0.828248941,2
Survey2_29,Item17a,17,0,1.031725684,1
Survey2_29,Item18b,18,0,-0.456254016,0
Survey2_29,Item19a,19,0,1.031725684,1
Survey2_29,Item20b,20,0,-2.316228641,2
Survey2_3,Item1b,1,1,-1.981433209,2
Survey2_3,Item2a,2,1,1.031725684,0
Survey2_3,Item3b,3,1,0.064538879,0
Survey2_3,Item4a,4,1,1.031725684,1
Survey2_3,Item5b,5,1,0.994526191,1
Survey2_3,Item6a,6,1,1.031725684,1
Survey2_3,Item7b,7,1,0.324935326,0
Survey2_3,Item8a,8,1,1.031725684,1
Survey2_3,Item9b,9,1,0.436533804,1
Survey2_3,Item10a,10,1,0.362134819,1
Survey2_3,Item11b,11,0,-1.163044374,0
Survey2_3,Item12a,12,0,-0.009860106,0
Survey2_3,Item13b,13,0,0.734129744,1
Survey2_3,Item14a,14,0,1.031725684,1
Survey2_3,Item15b,15,0,1.031725684,2
Survey2_3,Item16a,16,0,-0.009860106,0
Survey2_3,Item17b,17,0,-0.828248941,0
Survey2_3,Item18a,18,0,0.994526191,1
Survey2_3,Item19b,19,0,-1.200243866,0
Survey2_3,Item20a,20,0,1.031725684,1
Survey2_30,Item1b,1,1,-1.944233716,0
Survey2_30,Item2a,2,1,0.101738371,0
Survey2_30,Item3b,3,1,0.176137356,1
Survey2_30,Item4a,4,1,1.031725684,0
Survey2_30,Item5b,5,1,0.696930251,0
Survey2_30,Item6a,6,1,0.696930251,0
Survey2_30,Item7b,7,1,0.808528729,1
Survey2_30,Item8a,8,1,0.845728221,1
Survey2_30,Item9b,9,1,0.324935326,1
Survey2_30,Item10a,10,1,0.324935326,1
Survey2_30,Item11b,11,0,0.734129744,1
Survey2_30,Item12a,12,0,0.250536341,1
Survey2_30,Item13b,13,0,0.101738371,0
Survey2_30,Item14a,14,0,0.362134819,1
Survey2_30,Item15b,15,0,0.399334311,1
Survey2_30,Item16a,16,0,-0.456254016,0
Survey2_30,Item17b,17,0,0.734129744,1
Survey2_30,Item18a,18,0,0.101738371,1
Survey2_30,Item19b,19,0,-0.009860106,1
Survey2_30,Item20a,20,0,1.031725684,1
Survey2_31,Item1b,1,1,-0.828248941,0
Survey2_31,Item2a,2,1,1.031725684,1
Survey2_31,Item3b,3,1,1.031725684,1
Survey2_31,Item4a,4,1,1.031725684,1
Survey2_31,Item5b,5,1,1.031725684,1
Survey2_31,Item6a,6,1,1.031725684,1
Survey2_31,Item7b,7,1,0.287735834,0
Survey2_31,Item8a,8,1,1.031725684,1
Survey2_31,Item9b,9,1,-0.084259091,0
Survey2_31,Item10a,10,1,0.659730759,0
Survey2_31,Item11b,11,0,-0.270256554,2
Survey2_31,Item12a,12,0,0.659730759,0
Survey2_31,Item13b,13,0,-0.084259091,0
Survey2_31,Item14a,14,0,-0.084259091,1
Survey2_31,Item15b,15,0,-0.456254016,0
Survey2_31,Item16a,16,0,0.287735834,0
Survey2_31,Item17b,17,0,-1.200243866,0
Survey2_31,Item18a,18,0,0.659730759,1
Survey2_31,Item19b,19,0,-0.828248941,2
Survey2_31,Item20a,20,0,1.031725684,1
Survey2_32,Item1a,1,1,1.031725684,2
Survey2_32,Item2b,2,1,1.031725684,0
Survey2_32,Item3a,3,1,-1.200243866,1
Survey2_32,Item4b,4,1,-0.419054524,1
Survey2_32,Item5a,5,1,1.031725684,1
Survey2_32,Item6b,6,1,-2.241829656,0
Survey2_32,Item7a,7,1,-2.316228641,0
Survey2_32,Item8b,8,1,-1.721036761,1
Survey2_32,Item9a,9,1,1.031725684,1
Survey2_32,Item10b,10,1,0.064538879,0
Survey2_32,Item11a,11,0,0.659730759,1
Survey2_32,Item12b,12,0,-1.944233716,0
Survey2_32,Item13a,13,0,0.771329236,1
Survey2_32,Item14b,14,0,-1.981433209,2
Survey2_32,Item15a,15,0,0.771329236,0
Survey2_32,Item16b,16,0,-2.353428134,0
Survey2_32,Item17a,17,0,1.031725684,1
Survey2_32,Item18b,18,0,-0.828248941,2
Survey2_32,Item19a,19,0,0.696930251,1
Survey2_32,Item20b,20,0,-2.651024074,0
Survey2_33,Item1b,1,1,-1.944233716,2
Survey2_33,Item2a,2,1,0.882927714,2
Survey2_33,Item3b,3,1,0.734129744,1
Survey2_33,Item4a,4,1,0.734129744,1
Survey2_33,Item5b,5,1,0.101738371,0
Survey2_33,Item6a,6,1,0.585331774,1
Survey2_33,Item7b,7,1,-0.009860106,0
Survey2_33,Item8a,8,1,0.957326699,2
Survey2_33,Item9b,9,1,-1.088645389,2
Survey2_33,Item10a,10,1,0.994526191,0
Survey2_33,Item11b,11,0,0.213336849,0
Survey2_33,Item12a,12,0,-1.163044374,0
Survey2_33,Item13b,13,0,-0.828248941,0
Survey2_33,Item14a,14,0,0.622531266,0
Survey2_33,Item15b,15,0,-1.014246404,0
Survey2_33,Item16a,16,0,0.510932789,0
Survey2_33,Item17b,17,0,-0.121458584,0
Survey2_33,Item18a,18,0,1.031725684,1
Survey2_33,Item19b,19,0,-1.944233716,0
Survey2_33,Item20a,20,0,1.031725684,1
Survey2_34,Item1b,1,1,-2.130231179,1
Survey2_34,Item2a,2,1,1.031725684,1
Survey2_34,Item3b,3,1,0.845728221,1
Survey2_34,Item4a,4,1,1.031725684,1
Survey2_34,Item5b,5,1,1.031725684,0
Survey2_34,Item6a,6,1,-0.456254016,1
Survey2_34,Item7b,7,1,-1.386241329,0
Survey2_34,Item8a,8,1,1.031725684,1
Survey2_34,Item9b,9,1,0.101738371,0
Survey2_34,Item10a,10,1,0.845728221,1
Survey2_34,Item11b,11,0,-0.456254016,0
Survey2_34,Item12a,12,0,0.473733296,0
Survey2_34,Item13b,13,0,-1.386241329,0
Survey2_34,Item14a,14,0,1.031725684,1
Survey2_34,Item15b,15,0,0.101738371,0
Survey2_34,Item16a,16,0,0.101738371,0
Survey2_34,Item17b,17,0,-0.456254016,0
Survey2_34,Item18a,18,0,1.031725684,1
Survey2_34,Item19b,19,0,-2.241829656,0
Survey2_34,Item20a,20,0,1.031725684,1
Survey2_35,Item1a,1,1,-0.307456046,0
Survey2_35,Item2b,2,1,-0.307456046,1
Survey2_35,Item3a,3,1,0.324935326,1
Survey2_35,Item4b,4,1,-0.456254016,0
Survey2_35,Item5a,5,1,-0.084259091,0
Survey2_35,Item6b,6,1,-0.344655539,0
Survey2_35,Item7a,7,1,0.101738371,0
Survey2_35,Item8b,8,1,-0.419054524,0
Survey2_35,Item9a,9,1,0.213336849,1
Survey2_35,Item10b,10,1,-0.419054524,1
Survey2_35,Item11a,11,0,0.696930251,1
Survey2_35,Item12b,12,0,-0.419054524,0
Survey2_35,Item13a,13,0,0.696930251,0
Survey2_35,Item14b,14,0,-0.493453509,0
Survey2_35,Item15a,15,0,0.622531266,1
Survey2_35,Item16b,16,0,-0.530653001,0
Survey2_35,Item17a,17,0,0.659730759,1
Survey2_35,Item18b,18,0,-0.195857569,0
Survey2_35,Item19a,19,0,-0.381855031,1
Survey2_35,Item20b,20,0,-0.605051986,0
Survey2_36,Item1b,1,1,-2.018632701,2
Survey2_36,Item2a,2,1,1.031725684,1
Survey2_36,Item3b,3,1,0.287735834,0
Survey2_36,Item4a,4,1,1.031725684,1
Survey2_36,Item5b,5,1,0.659730759,0
Survey2_36,Item6a,6,1,-1.646637776,0
Survey2_36,Item7b,7,1,0.324935326,0
Survey2_36,Item8a,8,1,1.031725684,1
Survey2_36,Item9b,9,1,-0.828248941,0
Survey2_36,Item10a,10,1,1.031725684,1
Survey2_36,Item11b,11,0,-2.465026611,2
Survey2_36,Item12a,12,0,1.031725684,1
Survey2_36,Item13b,13,0,-0.419054524,2
Survey2_36,Item14a,14,0,0.696930251,0
Survey2_36,Item15b,15,0,-0.828248941,2
Survey2_36,Item16a,16,0,-0.828248941,0
Survey2_36,Item17b,17,0,-2.316228641,2
Survey2_36,Item18a,18,0,-1.981433209,0
Survey2_36,Item19b,19,0,-2.279029149,2
Survey2_36,Item20a,20,0,1.031725684,1
Survey2_37,Item1b,1,1,0.064538879,0
Survey2_37,Item2a,2,1,1.031725684,1
Survey2_37,Item3b,3,1,1.031725684,1
Survey2_37,Item4a,4,1,0.957326699,1
Survey2_37,Item5b,5,1,0.696930251,1
Survey2_37,Item6a,6,1,-1.683837269,0
Survey2_37,Item7b,7,1,0.920127206,0
Survey2_37,Item8a,8,1,0.771329236,1
Survey2_37,Item9b,9,1,0.436533804,0
Survey2_37,Item10a,10,1,1.031725684,1
Survey2_37,Item11b,11,0,-0.419054524,0
Survey2_37,Item12a,12,0,0.399334311,0
Survey2_37,Item13b,13,0,0.882927714,2
Survey2_37,Item14a,14,0,0.659730759,0
Survey2_37,Item15b,15,0,-0.828248941,0
Survey2_37,Item16a,16,0,0.436533804,0
Survey2_37,Item17b,17,0,0.548132281,0
Survey2_37,Item18a,18,0,0.920127206,0
Survey2_37,Item19b,19,0,0.510932789,0
Survey2_37,Item20a,20,0,0.882927714,1
Survey2_38,Item1b,1,1,0.473733296,1
Survey2_38,Item2a,2,1,0.101738371,0
Survey2_38,Item3b,3,1,0.659730759,0
Survey2_38,Item4a,4,1,1.031725684,0
Survey2_38,Item5b,5,1,0.287735834,1
Survey2_38,Item6a,6,1,1.031725684,1
Survey2_38,Item7b,7,1,-0.456254016,0
Survey2_38,Item8a,8,1,0.659730759,0
Survey2_38,Item9b,9,1,0.473733296,0
Survey2_38,Item10a,10,1,0.101738371,1
Survey2_38,Item11b,11,0,-0.828248941,0
Survey2_38,Item12a,12,0,-0.270256554,0
Survey2_38,Item13b,13,0,-0.084259091,0
Survey2_38,Item14a,14,0,-0.084259091,1
Survey2_38,Item15b,15,0,-0.456254016,0
Survey2_38,Item16a,16,0,0.287735834,0
Survey2_38,Item17b,17,0,-0.084259091,0
Survey2_38,Item18a,18,0,0.659730759,1
Survey2_38,Item19b,19,0,-0.828248941,0
Survey2_38,Item20a,20,0,1.031725684,1
Survey2_39,Item1b,1,1,-2.576625089,2
Survey2_39,Item2a,2,1,1.031725684,2
Survey2_39,Item3b,3,1,0.659730759,2
Survey2_39,Item4a,4,1,1.031725684,2
Survey2_39,Item5b,5,1,0.920127206,1
Survey2_39,Item6a,6,1,-0.307456046,1
Survey2_39,Item7b,7,1,0.622531266,2
Survey2_39,Item8a,8,1,1.031725684,1
Survey2_39,Item9b,9,1,-1.535039299,2
Survey2_39,Item10a,10,1,1.031725684,2
Survey2_39,Item11b,11,0,-2.465026611,2
Survey2_39,Item12a,12,0,0.287735834,2
Survey2_39,Item13b,13,0,-2.651024074,2
Survey2_39,Item14a,14,0,0.920127206,1
Survey2_39,Item15b,15,0,-2.279029149,0
Survey2_39,Item16a,16,0,0.101738371,1
Survey2_39,Item17b,17,0,-0.642251479,2
Survey2_39,Item18a,18,0,0.845728221,1
Survey2_39,Item19b,19,0,-2.130231179,2
Survey2_39,Item20a,20,0,1.031725684,2
Survey2_4,Item1a,1,1,1.031725684,2
Survey2_4,Item2b,2,1,0.659730759,0
Survey2_4,Item3a,3,1,0.659730759,1
Survey2_4,Item4b,4,1,0.659730759,2
Survey2_4,Item5a,5,1,0.845728221,0
Survey2_4,Item6b,6,1,-1.572238791,2
Survey2_4,Item7a,7,1,-1.200243866,0
Survey2_4,Item8b,8,1,-1.051445896,0
Survey2_4,Item9a,9,1,0.287735834,2
Survey2_4,Item10b,10,1,-1.944233716,0
Survey2_4,Item11a,11,0,-1.200243866,0
Survey2_4,Item12b,12,0,-2.018632701,2
Survey2_4,Item13a,13,0,0.994526191,1
Survey2_4,Item14b,14,0,-2.688223566,2
Survey2_4,Item15a,15,0,0.994526191,2
Survey2_4,Item16b,16,0,-2.502226104,2
Survey2_4,Item17a,17,0,0.845728221,1
Survey2_4,Item18b,18,0,-1.200243866,0
Survey2_4,Item19a,19,0,1.031725684,1
Survey2_4,Item20b,20,0,-1.572238791,1
Survey2_40,Item1a,1,1,1.031725684,1
Survey2_40,Item2b,2,1,1.031725684,1
Survey2_40,Item3a,3,1,1.031725684,1
Survey2_40,Item4b,4,1,1.031725684,0
Survey2_40,Item5a,5,1,1.031725684,1
Survey2_40,Item6b,6,1,-0.084259091,0
Survey2_40,Item7a,7,1,1.031725684,1
Survey2_40,Item8b,8,1,0.808528729,0
Survey2_40,Item9a,9,1,1.031725684,1
Survey2_40,Item10b,10,1,-0.084259091,1
Survey2_40,Item11a,11,0,1.031725684,0
Survey2_40,Item12b,12,0,-0.456254016,0
Survey2_40,Item13a,13,0,1.031725684,1
Survey2_40,Item14b,14,0,-0.828248941,0
Survey2_40,Item15a,15,0,1.031725684,1
Survey2_40,Item16b,16,0,-0.084259091,0
Survey2_40,Item17a,17,0,1.031725684,1
Survey2_40,Item18b,18,0,-0.084259091,0
Survey2_40,Item19a,19,0,1.031725684,0
Survey2_40,Item20b,20,0,-0.307456046,0
Survey2_41,Item1a,1,1,1.031725684,0
Survey2_41,Item2b,2,1,0.287735834,0
Survey2_41,Item3a,3,1,1.031725684,0
Survey2_41,Item4b,4,1,1.031725684,1
Survey2_41,Item5a,5,1,0.845728221,1
Survey2_41,Item6b,6,1,0.324935326,0
Survey2_41,Item7a,7,1,1.031725684,1
Survey2_41,Item8b,8,1,0.287735834,0
Survey2_41,Item9a,9,1,0.808528729,0
Survey2_41,Item10b,10,1,0.845728221,0
Survey2_41,Item11a,11,0,1.031725684,1
Survey2_41,Item12b,12,0,0.845728221,0
Survey2_41,Item13a,13,0,1.031725684,2
Survey2_41,Item14b,14,0,0.101738371,0
Survey2_41,Item15a,15,0,0.994526191,2
Survey2_41,Item16b,16,0,0.845728221,2
Survey2_41,Item17a,17,0,1.031725684,1
Survey2_41,Item18b,18,0,-0.084259091,2
Survey2_41,Item19a,19,0,1.031725684,2
Survey2_41,Item20b,20,0,0.287735834,0
Survey2_42,Item1b,1,1,-0.419054524,0
Survey2_42,Item2a,2,1,0.696930251,0
Survey2_42,Item3b,3,1,0.696930251,1
Survey2_42,Item4a,4,1,1.031725684,1
Survey2_42,Item5b,5,1,0.920127206,1
Survey2_42,Item6a,6,1,0.064538879,0
Survey2_42,Item7b,7,1,0.622531266,0
Survey2_42,Item8a,8,1,0.957326699,1
Survey2_42,Item9b,9,1,0.176137356,0
Survey2_42,Item10a,10,1,0.808528729,0
Survey2_42,Item11b,11,0,0.399334311,0
Survey2_42,Item12a,12,0,-0.047059599,0
Survey2_42,Item13b,13,0,0.622531266,0
Survey2_42,Item14a,14,0,0.845728221,1
Survey2_42,Item15b,15,0,0.176137356,0
Survey2_42,Item16a,16,0,0.622531266,0
Survey2_42,Item17b,17,0,0.324935326,0
Survey2_42,Item18a,18,0,0.957326699,1
Survey2_42,Item19b,19,0,0.362134819,0
Survey2_42,Item20a,20,0,1.031725684,1
Survey2_5,Item1a,1,1,1.031725684,1
Survey2_5,Item2b,2,1,-0.307456046,0
Survey2_5,Item3a,3,1,0.659730759,1
Survey2_5,Item4b,4,1,1.031725684,1
Survey2_5,Item5a,5,1,1.031725684,1
Survey2_5,Item6b,6,1,0.213336849,0
Survey2_5,Item7a,7,1,0.845728221,1
Survey2_5,Item8b,8,1,0.138937864,0
Survey2_5,Item9a,9,1,0.882927714,0
Survey2_5,Item10b,10,1,0.101738371,0
Survey2_5,Item11a,11,0,0.845728221,1
Survey2_5,Item12b,12,0,-0.456254016,1
Survey2_5,Item13a,13,0,1.031725684,1
Survey2_5,Item14b,14,0,-0.456254016,0
Survey2_5,Item15a,15,0,1.031725684,1
Survey2_5,Item16b,16,0,-0.456254016,0
Survey2_5,Item17a,17,0,1.031725684,1
Survey2_5,Item18b,18,0,-0.270256554,1
Survey2_5,Item19a,19,0,0.659730759,1
Survey2_5,Item20b,20,0,0.473733296,0
Survey2_6,Item1a,1,1,0.734129744,1
Survey2_6,Item2b,2,1,0.287735834,0
Survey2_6,Item3a,3,1,1.031725684,0
Survey2_6,Item4b,4,1,-0.121458584,1
Survey2_6,Item5a,5,1,0.510932789,0
Survey2_6,Item6b,6,1,-0.828248941,0
Survey2_6,Item7a,7,1,0.548132281,1
Survey2_6,Item8b,8,1,-0.828248941,2
Survey2_6,Item9a,9,1,-0.679450971,0
Survey2_6,Item10b,10,1,-0.009860106,0
Survey2_6,Item11a,11,0,0.064538879,1
Survey2_6,Item12b,12,0,0.213336849,0
Survey2_6,Item13a,13,0,0.659730759,1
Survey2_6,Item14b,14,0,-0.828248941,0
Survey2_6,Item15a,15,0,0.957326699,0
Survey2_6,Item16b,16,0,-0.828248941,0
Survey2_6,Item17a,17,0,0.771329236,1
Survey2_6,Item18b,18,0,-0.716650464,0
Survey2_6,Item19a,19,0,-0.828248941,0
Survey2_6,Item20b,20,0,-0.084259091,0
Survey2_7,Item1a,1,1,-1.311842344,0
Survey2_7,Item2b,2,1,-1.423440821,0
Survey2_7,Item3a,3,1,-0.233057061,0
Survey2_7,Item4b,4,1,-0.828248941,0
Survey2_7,Item5a,5,1,-0.307456046,0
Survey2_7,Item6b,6,1,-2.204630164,0
Survey2_7,Item7a,7,1,-1.125844881,0
Survey2_7,Item8b,8,1,-0.716650464,0
Survey2_7,Item9a,9,1,0.213336849,0
Survey2_7,Item10b,10,1,-0.605051986,0
Survey2_7,Item11a,11,0,-1.274642851,0
Survey2_7,Item12b,12,0,-2.241829656,0
Survey2_7,Item13a,13,0,-0.493453509,0
Survey2_7,Item14b,14,0,-1.237443359,0
Survey2_7,Item15a,15,0,0.510932789,0
Survey2_7,Item16b,16,0,-1.497839806,0
Survey2_7,Item17a,17,0,0.659730759,2
Survey2_7,Item18b,18,0,-1.423440821,0
Survey2_7,Item19a,19,0,-0.047059599,2
Survey2_7,Item20b,20,0,-1.869834731,0
Survey2_8,Item1a,1,1,-1.200243866,0
Survey2_8,Item2b,2,1,-1.907034224,0
Survey2_8,Item3a,3,1,1.031725684,1
Survey2_8,Item4b,4,1,0.659730759,1
Survey2_8,Item5a,5,1,-0.195857569,0
Survey2_8,Item6b,6,1,-2.390627626,0
Survey2_8,Item7a,7,1,0.362134819,1
Survey2_8,Item8b,8,1,-1.088645389,1
Survey2_8,Item9a,9,1,-0.456254016,1
Survey2_8,Item10b,10,1,-1.460640314,0
Survey2_8,Item11a,11,0,1.031725684,1
Survey2_8,Item12b,12,0,-0.419054524,0
Survey2_8,Item13a,13,0,1.031725684,1
Survey2_8,Item14b,14,0,-2.241829656,0
Survey2_8,Item15a,15,0,1.031725684,0
Survey2_8,Item16b,16,0,-1.721036761,0
Survey2_8,Item17a,17,0,0.324935326,1
Survey2_8,Item18b,18,0,-1.944233716,0
Survey2_8,Item19a,19,0,0.622531266,0
Survey2_8,Item20b,20,0,-1.795435746,0
Survey2_9,Item1b,1,1,-1.944233716,2
Survey2_9,Item2a,2,1,0.659730759,0
Survey2_9,Item3b,3,1,-0.456254016,2
Survey2_9,Item4a,4,1,0.845728221,0
Survey2_9,Item5b,5,1,0.287735834,0
Survey2_9,Item6a,6,1,0.101738371,2
Survey2_9,Item7b,7,1,-0.456254016,0
Survey2_9,Item8a,8,1,0.659730759,1
Survey2_9,Item9b,9,1,-0.828248941,2
Survey2_9,Item10a,10,1,0.473733296,0
Survey2_9,Item11b,11,0,-1.944233716,2
Survey2_9,Item12a,12,0,0.101738371,0
Survey2_9,Item13b,13,0,-0.084259091,2
Survey2_9,Item14a,14,0,0.659730759,0
Survey2_9,Item15b,15,0,0.101738371,2
Survey2_9,Item16a,16,0,0.473733296,0
Survey2_9,Item17b,17,0,-0.828248941,0
Survey2_9,Item18a,18,0,-0.456254016,0
Survey2_9,Item19b,19,0,-1.944233716,2
Survey2_9,Item20a,20,0,0.659730759,1
